id,earthName,dateOfDiscovery,discovererName,prec_noix,prec_chocolat,prec_noisettes,prec_raisins,prec_fruits_confits,prec_lait,ph_eau,pop,prop_grand_meres,freq_boulangeries,nb_visites_hebdo,prix,nb_bras,nb_doigts_main,nb_dents,taux_oxygene_atm,dist_lune_km,dist_soleil_km,dist_centre_galaxie_ly,niveau_techno,nb_guerres_mondiales,methode_cuisson,nb_cookies_vendus,cookie_quality
82168,Earth135397,2188-08-14,Marie Edwards,non,oui,non,oui,non,non,8,6352978000,0.1599999999999999,5,10,303.0,4.0,7.0,26.0,0.1899999999999999,544800.0,188500000,10900,moyen-age,26.0,Magie,9350000000.0,yum
106725,Earth175902,2090-11-17,Erma Wang,oui,oui,oui,non,oui,non,9,7166845000,0.2099999999999999,4,7,,4.0,8.0,34.0,0.2099999999999999,498200.0,186800000,15200,moyen-age,18.0,Magie,11610000000.0,yum
124181,Earth204781,2111-01-09,James Guzman,non,oui,non,,non,oui,10,5558889000,0.1699999999999999,8,8,292.0,4.0,8.0,24.0,0.1999999999999999,574700.0,171300000,11400,industriel,22.0,Poele,15250000000.0,yum
21501,Earth35558,2135-09-06,Rod Pyles,oui,oui,non,oui,non,non,7,6929608000,0.1899999999999999,8,5,311.0,4.0,7.0,32.0,0.1899999999999999,511300.0,186500000,12900,renaissance,19.0,Soleil,13640000000.0,yuk
34441,Earth56779,2041-08-22,Donald Starkey,oui,oui,oui,non,oui,oui,7,5223382000,0.1899999999999999,6,6,379.0,4.0,7.0,26.0,0.1999999999999999,476400.0,216700000,16600,apocalyptique,19.0,Fer à repasser,19040000000.0,yuk
180918,Earth298625,2037-05-16,Samantha Hill,oui,non,non,oui,oui,non,8,6159335000,0.1399999999999999,6,8,298.0,4.0,,30.0,0.1999999999999999,393600.0,173600000,18900,préhistoire,19.0,Magie,9720000000.0,yum
149266,Earth246510,2135-03-24,Carla Boucher,oui,oui,oui,oui,non,oui,5,6613957000,0.1599999999999999,6,9,250.0,4.0,7.0,30.0,0.13,466300.0,218100000,15100,préhistoire,19.0,Feu de Bois,12710000000.0,yum
233576,Earth385561,2082-07-05,Rickie Vesey,,oui,non,non,oui,non,7,5667696000,0.1999999999999999,7,6,225.0,4.0,7.0,26.0,0.2099999999999999,511700.0,191500000,16500,future,14.0,Quantique,10190000000.0,yum
219607,Earth362516,2048-05-30,Charles Bumgardner,,oui,non,non,non,oui,6,8695581000,0.1799999999999999,3,4,202.0,4.0,,28.0,0.1899999999999999,547300.0,202300000,9300,numérique,25.0,Gaz,13180000000.0,yum
93432,Earth153970,2101-09-22,Lawrence Rodriguez,oui,oui,oui,oui,oui,non,10,6866460000,0.1699999999999999,5,7,316.0,4.0,7.0,28.0,0.2199999999999999,431500.0,143500000,19800,numérique,17.0,Gaz,15530000000.0,yum
165238,Earth272940,2154-05-16,David Pitzer,oui,oui,oui,,oui,oui,9,5949954000,0.1899999999999999,7,7,299.0,6.0,7.0,30.0,0.1999999999999999,448800.0,177900000,10700,moyen-age,27.0,Magie,14860000000.0,yuk
246491,Earth406806,2170-12-04,Christina Helm,oui,non,oui,oui,oui,non,9,7485538000,0.13,4,5,,4.0,5.0,30.0,0.1999999999999999,567900.0,241600000,11800,apocalyptique,15.0,Fer à repasser,17680000000.0,yum
150821,Earth249047,2162-10-24,Tisha Tisdale,non,oui,oui,oui,non,non,6,4609530000,0.1999999999999999,6,5,341.0,4.0,8.0,,0.1899999999999999,500400.0,178700000,15600,moyen-age,14.0,Soleil,11070000000.0,yuk
4779,Earth8010,2122-09-25,Loretta Reynolds,non,non,oui,non,non,non,7,5602551000,0.1799999999999999,9,9,279.0,6.0,9.0,,0.1899999999999999,451200.0,195000000,14900,moyen-age,26.0,Soleil,15850000000.0,yuk
50649,Earth83498,2199-03-18,Norma Sullivan,non,oui,non,non,oui,non,9,8039875000,0.1999999999999999,9,5,280.0,4.0,7.0,32.0,0.1999999999999999,408700.0,191000000,15900,apocalyptique,24.0,Fer à repasser,16430000000.0,yum
193071,Earth318791,2157-09-23,Margaret Gogan,non,non,non,,oui,non,8,5368287000,0.2199999999999999,4,8,245.0,4.0,7.0,26.0,0.1699999999999999,470000.0,212800000,14500,renaissance,26.0,Four,17240000000.0,yum
253537,Earth418410,2033-01-19,Petra Campbell,non,non,oui,oui,oui,oui,7,5806967000,0.1899999999999999,6,5,256.0,4.0,7.0,28.0,0.2099999999999999,477200.0,169400000,14200,moyen-age,18.0,Magie,17060000000.0,yum
20600,Earth34108,2036-08-02,Raquel Isaac,,non,non,non,oui,oui,6,4087618000,0.1999999999999999,4,7,280.0,4.0,,32.0,0.1999999999999999,635600.0,133600000,13600,apocalyptique,29.0,Quantique,8850000000.0,yuk
116332,Earth191639,2098-04-09,Jane Mcvay,non,oui,non,oui,oui,non,10,7231900000,0.1999999999999999,7,6,305.0,4.0,8.0,30.0,0.2099999999999999,469200.0,181800000,11700,numérique,27.0,Micro-Ondes,13830000000.0,yum
68484,Earth112961,2105-08-28,Carl Chizmar,non,non,oui,non,non,non,10,6453300000,0.1999999999999999,9,6,297.0,4.0,5.0,,0.1999999999999999,376600.0,186900000,15000,industriel,31.0,Poele,15520000000.0,yum
249343,Earth411539,2098-09-27,Rosemary Holland,oui,non,oui,non,oui,non,6,6143927000,0.1999999999999999,5,5,,4.0,7.0,26.0,0.1999999999999999,401500.0,185100000,15100,moyen-age,22.0,Magie,11630000000.0,yum
75693,Earth124687,2163-10-24,Susan Scales,non,oui,non,non,non,non,8,6850502000,0.1999999999999999,6,8,394.0,4.0,7.0,26.0,0.1799999999999999,492300.0,158700000,11900,moyen-age,12.0,Magie,9180000000.0,yum
253069,Earth417718,2116-07-25,Georgia Dupree,non,non,oui,non,non,non,7,7021356000,0.1899999999999999,6,6,280.0,4.0,8.0,30.0,0.2099999999999999,536800.0,205500000,14800,moyen-age,21.0,Magie,16200000000.0,yum
50662,Earth83517,2179-09-09,Kathleen Roush,oui,non,non,oui,oui,oui,9,7515275000,0.1799999999999999,6,7,336.0,4.0,7.0,34.0,0.1499999999999999,489000.0,151600000,16100,préhistoire,18.0,Magie,11510000000.0,yum
230438,Earth380406,2166-09-24,Thaddeus Neuenfeldt,non,non,oui,oui,non,oui,8,4994290000,0.1899999999999999,8,4,310.0,4.0,8.0,26.0,0.1999999999999999,461700.0,211800000,8800,industriel,22.0,Poele,19540000000.0,yum
222487,Earth367210,2054-10-09,Peggy Smiley,oui,non,oui,non,non,oui,7,7142420000,0.1899999999999999,7,6,295.0,4.0,,26.0,0.12,402600.0,192900000,13900,moyen-age,17.0,Magie,17510000000.0,yum
22808,Earth37684,2097-01-11,Tamara Jones,,oui,oui,non,non,oui,6,8374353000,0.1999999999999999,9,8,350.0,4.0,8.0,28.0,0.1499999999999999,388600.0,213800000,17100,numérique,17.0,Gaz,15930000000.0,yuk
109077,Earth179778,2151-01-19,Clara Martin,non,oui,oui,non,oui,non,10,8240821000,0.2199999999999999,6,8,319.0,4.0,8.0,,0.2099999999999999,,185500000,15700,numérique,23.0,Gaz,14690000000.0,yum
186000,Earth307039,2179-05-02,James Ely,oui,non,non,,oui,non,7,7709059000,0.2299999999999999,7,7,272.0,4.0,7.0,24.0,0.1799999999999999,413800.0,192300000,16400,moyen-age,18.0,Magie,14640000000.0,yum
38177,Earth62854,2061-04-24,Keith Wilcox,non,oui,non,non,non,non,5,6451209000,0.1899999999999999,9,9,369.0,4.0,8.0,32.0,0.2099999999999999,536700.0,179300000,12500,moyen-age,21.0,Magie,12050000000.0,yuk
118077,Earth194576,2059-11-30,Joyce Smith,non,non,oui,non,oui,non,9,6674925000,0.1799999999999999,8,4,312.0,4.0,5.0,36.0,0.2099999999999999,531600.0,166000000,17800,numérique,18.0,Gaz,11180000000.0,yum
221370,Earth365387,2093-08-22,Evelyn Hinz,non,non,non,non,oui,non,8,5957389000,0.1699999999999999,5,7,170.0,6.0,5.0,32.0,0.1999999999999999,491800.0,195800000,18200,numérique,19.0,Gaz,12770000000.0,yum
83,Earth168,2192-04-24,Tracy Flowers,non,oui,non,non,oui,non,8,5042547000,0.2099999999999999,9,8,372.0,4.0,7.0,22.0,0.2199999999999999,427100.0,191200000,11000,industriel,24.0,Poele,18510000000.0,yuk
157613,Earth260258,2192-01-24,Carlos Vidot,oui,oui,oui,non,non,oui,7,6849946000,0.1999999999999999,8,7,274.0,4.0,6.0,,0.1899999999999999,512100.0,194200000,16000,future,19.0,Quantique,,yuk
207064,Earth341898,2129-10-22,Nancy Smith,oui,non,oui,oui,oui,oui,9,6056869000,0.2099999999999999,4,6,165.0,6.0,,36.0,0.1799999999999999,588600.0,225600000,14800,future,12.0,Micro-Ondes,15770000000.0,yum
161701,Earth267044,2179-03-11,Shirlee Bale,oui,non,oui,non,oui,oui,8,5166394000,0.1499999999999999,7,6,225.0,4.0,9.0,36.0,0.1899999999999999,515900.0,188100000,13300,industriel,29.0,Poele,14430000000.0,yuk
55475,Earth91499,2148-02-28,Allison Rowan,non,non,non,non,non,oui,10,6249329000,0.1899999999999999,8,5,,4.0,6.0,26.0,0.1799999999999999,556600.0,178400000,9500,numérique,18.0,Micro-Ondes,14610000000.0,yum
253170,Earth417869,2073-01-01,Colleen Christie,non,,non,non,non,oui,7,8122532000,0.1799999999999999,7,4,152.0,4.0,7.0,32.0,0.2199999999999999,,212800000,13100,numérique,22.0,Gaz,14480000000.0,yum
114785,Earth189073,2051-07-30,Lizzie Finn,oui,non,oui,,oui,non,8,8337628000,0.1999999999999999,6,8,,2.0,7.0,40.0,0.1899999999999999,511100.0,186400000,17000,future,21.0,Quantique,9370000000.0,yum
139674,Earth230483,2176-06-30,Christopher Kotson,oui,non,oui,non,non,non,6,5056639000,0.1699999999999999,8,4,277.0,4.0,8.0,28.0,0.1799999999999999,423700.0,207400000,16600,renaissance,11.0,Four,11900000000.0,yuk
167805,Earth277169,2153-02-23,Maudie Rankins,non,oui,oui,non,oui,oui,7,5261842000,0.1699999999999999,8,6,328.0,4.0,,,0.2099999999999999,481100.0,187300000,12700,numérique,18.0,Micro-Ondes,16630000000.0,yum
219418,Earth362210,2150-04-02,Elyse Johnson,non,non,non,,oui,oui,9,5371918000,0.2199999999999999,10,6,238.0,4.0,8.0,26.0,0.1999999999999999,,188000000,17200,préhistoire,19.0,Feu de Bois,15960000000.0,yum
123665,Earth203897,2088-05-27,Ellen Mcgroarty,non,oui,non,non,non,oui,10,4838244000,0.2199999999999999,8,6,,4.0,8.0,,0.1799999999999999,588800.0,217200000,16400,moyen-age,26.0,Magie,16640000000.0,yum
48609,Earth80190,2109-04-17,Ethel Marin,non,oui,oui,non,non,non,9,9499252000,0.2199999999999999,8,8,261.0,4.0,8.0,28.0,0.1999999999999999,452200.0,183300000,12400,future,25.0,Quantique,13330000000.0,yum
165010,Earth272573,2122-05-19,Nancy Hulsey,oui,oui,non,oui,oui,oui,10,5755739000,0.1899999999999999,7,8,294.0,4.0,8.0,32.0,0.1699999999999999,386600.0,190800000,13200,renaissance,21.0,Four,14670000000.0,yuk
190733,Earth314900,2150-11-05,Anna Malott,non,non,non,,non,non,7,6918029000,0.1699999999999999,5,6,135.0,4.0,7.0,32.0,0.1899999999999999,440100.0,186600000,11000,industriel,21.0,Poele,8780000000.0,yum
253159,Earth417852,2111-06-04,David Paterson,oui,non,oui,oui,oui,oui,8,5134613000,0.2299999999999999,9,4,402.0,4.0,7.0,30.0,0.2199999999999999,,230600000,17800,moyen-age,27.0,Soleil,19550000000.0,yum
173648,Earth286770,2167-04-02,Tabitha Li,oui,non,oui,non,oui,non,8,4982347000,0.1799999999999999,7,5,249.0,4.0,8.0,26.0,0.2099999999999999,420200.0,202300000,14200,renaissance,22.0,,15280000000.0,yum
121485,Earth200247,2032-04-20,Lori Trusty,non,oui,non,non,oui,non,8,5683890000,0.2199999999999999,5,5,,4.0,7.0,30.0,0.2099999999999999,543400.0,173000000,18500,numérique,20.0,Gaz,11600000000.0,yum
70641,Earth116511,2052-01-04,Anthony Jordan,oui,oui,oui,non,non,non,9,6025289000,0.2199999999999999,7,6,375.0,4.0,7.0,34.0,0.1999999999999999,467200.0,185400000,13200,numérique,18.0,Micro-Ondes,13150000000.0,yum
90841,Earth149662,2073-07-09,Martina Barnette,oui,oui,non,non,non,non,9,5877519000,0.1599999999999999,8,9,305.0,4.0,7.0,28.0,0.1999999999999999,492700.0,188000000,17200,industriel,24.0,Poele,13060000000.0,yum
107666,Earth177429,2135-10-25,George Gilliam,oui,oui,non,non,non,oui,8,5223721000,0.1999999999999999,7,10,308.0,4.0,8.0,32.0,0.2099999999999999,500100.0,158600000,16000,moyen-age,21.0,Soleil,7950000000.0,yum
47543,Earth78409,2173-02-04,Richard Meyer,oui,oui,oui,non,oui,non,9,6947917000,0.1899999999999999,9,8,319.0,4.0,6.0,38.0,0.2199999999999999,513500.0,205700000,16700,apocalyptique,19.0,Fer à repasser,15250000000.0,yum
121935,Earth201044,2026-04-08,Lakeisha Everett,non,oui,non,oui,non,non,11,7681547000,0.2299999999999999,8,6,280.0,4.0,7.0,22.0,0.1799999999999999,550900.0,214900000,17800,industriel,25.0,Poele,15160000000.0,yum
219430,Earth362230,2171-04-05,Dennis Dearth,,oui,oui,non,oui,oui,6,5366226000,0.2099999999999999,5,4,288.0,4.0,7.0,32.0,0.1899999999999999,435800.0,157300000,15300,renaissance,19.0,Four,15130000000.0,yum
231896,Earth382792,2040-02-25,Joe Betz,oui,non,non,oui,oui,oui,8,2222891000,0.2199999999999999,7,6,203.0,4.0,,,0.1899999999999999,478300.0,172200000,19500,moyen-age,19.0,Soleil,9590000000.0,yum
37025,Earth60961,2044-04-13,Joseph Isaac,oui,non,oui,oui,non,oui,9,7154882000,0.1499999999999999,3,3,334.0,4.0,8.0,28.0,0.2299999999999999,392500.0,209800000,17000,apocalyptique,22.0,Fer à repasser,20530000000.0,yuk
26974,Earth44605,2089-01-22,Jamila Bowman,non,oui,non,oui,non,non,9,4892510000,0.1799999999999999,9,6,226.0,4.0,9.0,34.0,0.1899999999999999,478700.0,215600000,19500,future,19.0,Micro-Ondes,13040000000.0,yuk
106186,Earth174976,2042-01-28,Joshua Merrill,non,oui,non,non,non,non,7,5458439000,0.1699999999999999,9,6,327.0,4.0,7.0,28.0,0.1799999999999999,490900.0,205600000,15700,renaissance,28.0,Four,14470000000.0,yum
247472,Earth408427,2048-03-19,Tennille Ridge,oui,oui,oui,oui,oui,non,8,6607480000,0.2199999999999999,5,5,275.0,,7.0,30.0,0.2199999999999999,537800.0,246300000,11700,future,22.0,Micro-Ondes,17830000000.0,yum
249648,Earth412043,2185-08-27,Norman Barron,oui,non,non,non,non,oui,6,7325461000,0.1999999999999999,6,6,205.0,4.0,7.0,30.0,0.1999999999999999,473100.0,217200000,16400,industriel,26.0,Poele,14180000000.0,yum
168017,Earth277546,2194-11-10,Viola Chandler,,non,non,,non,non,7,7550200000,0.2099999999999999,7,7,249.0,4.0,7.0,26.0,0.2199999999999999,475600.0,203800000,10600,numérique,21.0,Micro-Ondes,14710000000.0,yum
3984,Earth6684,2183-10-14,Carolyn Cameron,non,oui,oui,oui,non,non,8,7082223000,0.1999999999999999,7,8,,4.0,7.0,26.0,0.1999999999999999,446400.0,206200000,14200,future,21.0,Quantique,18760000000.0,yuk
133352,Earth220137,2153-06-28,Mathew Spence,oui,non,non,oui,non,non,6,5758793000,0.2099999999999999,9,5,330.0,4.0,8.0,28.0,0.2099999999999999,387200.0,215900000,13600,future,15.0,Micro-Ondes,13820000000.0,yuk
155618,Earth256932,2123-03-23,Judy Richards,oui,oui,oui,non,oui,oui,6,5686521000,0.1699999999999999,9,7,339.0,4.0,7.0,36.0,0.1799999999999999,550600.0,202800000,15300,numérique,22.0,Gaz,14150000000.0,yuk
208044,Earth343543,2026-02-28,James Metcalf,non,non,oui,non,non,non,7,7435336000,0.1899999999999999,5,6,266.0,4.0,8.0,30.0,0.2099999999999999,405300.0,184900000,11600,numérique,23.0,Micro-Ondes,11850000000.0,yum
171706,Earth283630,2161-02-04,Jerrie Goodin,oui,non,oui,non,oui,non,8,5235607000,0.1999999999999999,5,7,,4.0,6.0,32.0,0.1899999999999999,517800.0,221500000,14700,future,19.0,Quantique,14830000000.0,yum
135887,Earth224329,2177-12-21,Justin Hinton,oui,non,non,oui,non,non,4,8341335000,0.1999999999999999,10,5,,4.0,9.0,,0.2199999999999999,520600.0,247800000,18900,numérique,13.0,Gaz,16330000000.0,yuk
250965,Earth414196,2180-10-20,Cynthia Yamakawa,,non,non,oui,oui,oui,7,7085290000,0.2299999999999999,5,4,,4.0,7.0,28.0,0.2099999999999999,426500.0,206700000,15000,préhistoire,21.0,Feu de Bois,14060000000.0,yum
101262,Earth166822,2152-02-04,Lloyd Stephens,oui,non,oui,non,oui,oui,8,7265076000,0.1699999999999999,8,5,315.0,4.0,7.0,34.0,0.2199999999999999,370100.0,153300000,13300,renaissance,10.0,Four,13660000000.0,yum
215389,Earth355567,2101-04-06,Anna Creighton,oui,non,oui,oui,non,non,8,5138386000,0.2099999999999999,8,8,364.0,4.0,9.0,36.0,0.1999999999999999,488200.0,228800000,11500,renaissance,17.0,Soleil,15080000000.0,yum
226371,Earth373676,2037-04-20,Paul Littles,non,non,oui,oui,oui,non,9,4951772000,0.1799999999999999,3,7,397.0,4.0,8.0,30.0,0.2099999999999999,512400.0,266000000,13500,industriel,15.0,Poele,19110000000.0,yum
9517,Earth15843,2143-08-03,Raguel Mahoney,non,non,oui,,non,oui,7,6481742000,0.2099999999999999,7,4,259.0,2.0,6.0,,0.1499999999999999,458800.0,190600000,18600,préhistoire,23.0,Magie,13560000000.0,yuk
163072,Earth269320,2141-02-07,Dorothy Huth,oui,oui,oui,oui,non,non,7,7430832000,0.1899999999999999,8,4,215.0,4.0,8.0,28.0,0.1799999999999999,454000.0,209400000,17500,renaissance,20.0,Soleil,15720000000.0,yuk
173410,Earth286365,2086-11-19,Daniel Toledo,non,oui,oui,,oui,oui,10,5458149000,0.1599999999999999,8,6,351.0,4.0,7.0,32.0,0.1799999999999999,536400.0,252700000,14400,numérique,17.0,Gaz,23070000000.0,yum
224108,Earth369841,2165-07-07,Bryan Watts,oui,non,oui,non,oui,oui,9,7198301000,0.1899999999999999,6,6,293.0,4.0,8.0,34.0,0.1899999999999999,464900.0,201400000,14100,industriel,18.0,Gaz,17520000000.0,yum
215447,Earth355651,2136-02-07,John Cote,oui,oui,oui,non,non,oui,7,5448430000,0.1999999999999999,7,4,318.0,4.0,6.0,28.0,0.1799999999999999,444100.0,193000000,11800,industriel,28.0,Poele,16560000000.0,yum
183141,Earth302347,2070-08-24,Salvador Welch,oui,oui,non,,oui,non,7,5628983000,0.1999999999999999,5,6,324.0,4.0,6.0,22.0,0.1999999999999999,479900.0,210200000,15200,renaissance,26.0,Four,18500000000.0,yum
114804,Earth189106,2107-02-19,Bonnie Quinonez,oui,non,oui,oui,oui,non,9,7632982000,0.2399999999999999,7,9,357.0,4.0,9.0,34.0,0.1799999999999999,525100.0,179100000,13300,future,22.0,Quantique,10520000000.0,yum
229533,Earth378862,2160-07-07,Howard Gerber,non,non,oui,non,oui,non,8,5846818000,0.1899999999999999,5,5,244.0,4.0,5.0,30.0,0.2099999999999999,489200.0,211000000,15300,numérique,20.0,Gaz,15510000000.0,yum
241168,Earth398068,2141-08-05,Bud Booth,oui,oui,,non,oui,oui,7,4537448000,0.2399999999999999,6,5,138.0,4.0,7.0,32.0,0.2199999999999999,,194000000,19500,future,17.0,Quantique,11530000000.0,yum
170266,Earth281271,2045-06-07,Sharleen Maynard,non,non,non,non,non,non,7,6954267000,0.1799999999999999,6,8,,4.0,7.0,,0.1799999999999999,447500.0,167500000,15800,préhistoire,19.0,Feu de Bois,9510000000.0,yum
148992,Earth246018,2053-01-13,Jack Weber,oui,oui,oui,non,non,non,9,4827230000,0.2099999999999999,9,4,343.0,4.0,6.0,30.0,0.1999999999999999,490300.0,211200000,16100,préhistoire,14.0,Feu de Bois,16350000000.0,yuk
128730,Earth212369,2180-03-16,Flossie Mcculley,oui,oui,non,oui,non,oui,6,6314234000,0.2099999999999999,5,5,252.0,4.0,7.0,34.0,0.2099999999999999,623800.0,207300000,10000,renaissance,16.0,Soleil,8510000000.0,yuk
142579,Earth235332,2153-04-04,Erica White,non,oui,non,,non,oui,8,7809088000,0.1799999999999999,9,5,280.0,4.0,8.0,,0.1899999999999999,460300.0,206900000,14200,future,17.0,Micro-Ondes,16170000000.0,yuk
204311,Earth337355,2186-01-23,Mandy Choute,,non,oui,non,non,non,9,7175776000,0.1799999999999999,7,6,192.0,4.0,7.0,30.0,0.2099999999999999,539500.0,217700000,11400,industriel,20.0,Poele,16450000000.0,yum
25791,Earth42616,2035-07-22,William Weidler,non,oui,non,,non,oui,10,6352064000,0.1799999999999999,6,6,217.0,4.0,10.0,26.0,0.1999999999999999,493300.0,222100000,20200,future,21.0,Quantique,18410000000.0,yuk
19889,Earth32971,2123-11-10,Barbara Sales,non,oui,oui,non,non,oui,6,4837823000,0.1999999999999999,7,7,362.0,4.0,8.0,22.0,0.1999999999999999,400400.0,181300000,9000,renaissance,19.0,Soleil,16840000000.0,yuk
52845,Earth87135,2171-07-17,Camille Wheeler,oui,non,non,oui,non,oui,6,3899959000,0.2199999999999999,7,6,,4.0,8.0,32.0,0.1899999999999999,498700.0,185600000,9400,préhistoire,19.0,Feu de Bois,9400000000.0,yum
9434,Earth15703,2059-05-01,Dorothy Morrissey,non,oui,non,non,non,non,8,6650973000,0.2199999999999999,7,8,,4.0,8.0,30.0,0.1999999999999999,506400.0,196600000,14900,future,20.0,Quantique,14280000000.0,yuk
46836,Earth77225,2086-08-17,David Barnett,non,oui,non,,non,non,6,7576627000,0.1899999999999999,8,9,273.0,4.0,6.0,24.0,0.1599999999999999,480800.0,169700000,16500,renaissance,24.0,Four,10800000000.0,yum
171868,Earth283880,2131-11-07,Ada Flores,oui,non,oui,non,non,non,7,4887214000,0.1799999999999999,4,5,261.0,4.0,7.0,24.0,0.2199999999999999,479100.0,185300000,10700,future,17.0,Micro-Ondes,16470000000.0,yum
52182,Earth86082,2199-03-29,Kathleen Cirillo,non,oui,non,non,oui,non,7,6074126000,0.1899999999999999,5,4,282.0,4.0,9.0,30.0,0.2199999999999999,508400.0,189500000,19100,renaissance,14.0,Four,10700000000.0,yum
10609,Earth17610,2187-11-13,Richard Dill,non,oui,non,oui,oui,oui,6,8485450000,0.1899999999999999,8,4,292.0,4.0,6.0,26.0,0.2099999999999999,503600.0,185100000,13500,moyen-age,25.0,Magie,12320000000.0,yuk
82630,Earth136188,2028-04-04,Jody Welch,non,oui,non,oui,non,non,8,6801890000,0.2099999999999999,8,8,266.0,4.0,6.0,28.0,0.1899999999999999,506400.0,200700000,12500,apocalyptique,30.0,Fer à repasser,12670000000.0,yum
249847,Earth412366,2125-09-21,Janice Hopper,,oui,oui,non,oui,oui,7,6184760000,0.2099999999999999,4,5,,2.0,7.0,26.0,0.2299999999999999,483900.0,147800000,18100,industriel,18.0,Gaz,18140000000.0,yum
59065,Earth97327,2092-02-01,Loren Reed,oui,oui,non,oui,oui,non,9,9059723000,0.1899999999999999,7,7,360.0,4.0,6.0,28.0,0.1899999999999999,438900.0,166600000,14200,préhistoire,17.0,Feu de Bois,9400000000.0,yum
241066,Earth397885,2111-04-21,Rogelio Evans,non,non,non,non,non,oui,7,5464093000,0.2399999999999999,5,6,162.0,4.0,8.0,24.0,0.1899999999999999,429100.0,162100000,12800,préhistoire,23.0,Feu de Bois,13740000000.0,yum
218290,Earth360385,2035-06-08,Crystal Rucker,oui,oui,non,non,oui,non,9,5764131000,0.1699999999999999,6,7,212.0,4.0,6.0,26.0,0.2099999999999999,526500.0,174800000,15000,future,18.0,Micro-Ondes,15270000000.0,yum
85023,Earth140148,2062-12-09,Keith Hill,oui,non,oui,non,non,non,9,7492861000,0.2099999999999999,6,9,286.0,4.0,6.0,34.0,0.2299999999999999,504300.0,205500000,19500,renaissance,27.0,Four,12090000000.0,yum
254202,Earth419481,2113-12-15,Kevin Thomas,oui,non,non,oui,oui,oui,8,8080293000,0.2099999999999999,8,4,320.0,4.0,7.0,26.0,0.2099999999999999,537200.0,213700000,13900,industriel,25.0,Poele,18340000000.0,yum
55474,Earth91498,2116-03-12,David Martin,oui,non,oui,,oui,non,10,3744257000,0.1699999999999999,6,8,344.0,4.0,6.0,40.0,0.1899999999999999,481200.0,170000000,12500,apocalyptique,18.0,Fer à repasser,11080000000.0,yum
251965,Earth415884,2026-12-19,Willow Bennett,non,non,oui,non,non,non,7,8527097000,0.1799999999999999,2,5,209.0,4.0,9.0,,0.2199999999999999,442600.0,177500000,12100,numérique,,Gaz,11920000000.0,yum
157393,Earth259917,2108-09-05,Stanley Mahler,oui,oui,non,oui,oui,non,7,7486840000,0.2099999999999999,5,9,271.0,4.0,7.0,30.0,0.2099999999999999,367600.0,181000000,17400,future,15.0,Quantique,12320000000.0,yuk
26373,Earth43613,2118-11-28,Theodore Chabot,oui,oui,non,oui,oui,non,6,5604260000,0.1899999999999999,7,6,213.0,4.0,8.0,36.0,0.2299999999999999,427300.0,227600000,14400,préhistoire,24.0,Feu de Bois,11070000000.0,yuk
136457,Earth225210,2171-11-04,Marjory Plott,non,non,non,oui,non,oui,8,7308411000,0.2399999999999999,8,4,,2.0,7.0,28.0,0.1699999999999999,431600.0,212000000,9900,numérique,17.0,Gaz,14570000000.0,yuk
159415,Earth263296,2131-11-13,Janice Wright,oui,oui,non,,oui,non,8,8982522000,0.1999999999999999,6,5,302.0,4.0,7.0,38.0,0.1599999999999999,491900.0,173800000,13400,renaissance,19.0,Four,8170000000.0,yuk
221908,Earth366256,2169-09-04,Odessa Wilder,oui,non,oui,oui,oui,non,8,4843112000,0.1999999999999999,9,8,282.0,4.0,7.0,30.0,0.1799999999999999,452100.0,218000000,13200,industriel,17.0,Poele,14030000000.0,yum
61215,Earth100887,2050-06-10,John Barnett,oui,oui,oui,oui,oui,non,9,5347240000,0.2199999999999999,6,6,331.0,4.0,8.0,36.0,0.2099999999999999,364600.0,173500000,12000,apocalyptique,13.0,Fer à repasser,14480000000.0,yum
105995,Earth174652,2138-06-23,Kirk Smith,oui,oui,oui,,oui,non,9,6849531000,0.1999999999999999,7,7,289.0,4.0,7.0,,0.2099999999999999,501200.0,185400000,22200,apocalyptique,12.0,Fer à repasser,13950000000.0,yum
36782,Earth60598,2152-06-18,Ralph Small,oui,non,oui,non,oui,oui,6,6117462000,0.2099999999999999,7,6,249.0,4.0,7.0,26.0,0.1799999999999999,523000.0,211100000,11700,industriel,31.0,Poele,15580000000.0,yuk
174478,Earth288105,2161-07-31,Celeste Castanada,non,non,non,non,non,non,8,4080860000,0.1999999999999999,3,5,181.0,4.0,8.0,28.0,0.1699999999999999,451500.0,203900000,12800,préhistoire,16.0,Feu de Bois,12890000000.0,yum
9363,Earth15600,2038-09-19,Adam Lynch,oui,oui,non,oui,non,oui,8,6457570000,0.1799999999999999,4,6,167.0,4.0,7.0,28.0,0.1999999999999999,567500.0,202700000,13200,numérique,20.0,Gaz,12480000000.0,yuk
5875,Earth9865,2142-10-11,Phyllis Prat,non,non,oui,,non,oui,8,5828302000,0.1999999999999999,7,5,392.0,4.0,6.0,26.0,0.1399999999999999,423200.0,187200000,18000,industriel,23.0,Poele,17110000000.0,yuk
242659,Earth400526,2059-03-31,Lea Acosta,,oui,non,non,non,oui,7,7516027000,0.2199999999999999,6,4,198.0,6.0,8.0,26.0,0.2199999999999999,490700.0,177500000,16200,préhistoire,26.0,Feu de Bois,13590000000.0,yum
